i,x
1,0.1944675392836144
2,0.2580928703419145
3,0.2081061713908633
4,0.12392115256178202
5,0.14404168440076204
6,0.20420570823530326
7,0.16677503037309355
8,0.21790456063899538
9,0.0882749760891992
10,0.2559671187318245
11,0.24654125087032058
12,0.10870467102824416
13,0.15635271549720983
14,0.14363057626983894
15,0.1533328901051237
16,0.2097725784075975
17,0.14847971591690304
18,0.13182736759929461
19,0.19989705180804265
20,0.22674321355802776
21,0.15254076439491454
22,0.1834908675872532
23,0.111138791244191
24,0.21322507070818564
25,0.2674529914298953
26,0.19697625780756944
27,0.16930953420615427
28,0.08584674734456586
29,0.15856276425017304
30,0.08496593740049234
31,0.20483918699672343
32,0.2475504067282233
33,0.23107674109222215
34,0.17897889017388974
35,0.19282269577143038
36,0.14311161889903318
37,0.18155224540282622
38,0.18151755929207386
39,0.17109146462374936
40,0.05775103803276299
41,0.18235394867421328
42,0.19015823214362096
43,0.1384465473908201
44,0.18864455390271617
45,0.20464407397078307
46,0.07802923611604601
47,0.20808661064336892
48,0.1471260538218931
49,0.11884763471231119
50,0.1740308994097394
51,0.13320372123869775
52,0.1462608862260594
53,0.12295216290899805
54,0.1371298690819562
55,0.11402538440268455
56,0.14062228998617377
57,0.11928527868698088
58,0.10828184270768251
59,0.21188686017185093
60,0.1677037694733252
61,0.18486418601540308
62,0.24079660050538715
63,0.1956685115983305
64,0.1678621814898182
65,0.12040987295972705
66,0.2013746555900268
67,0.18781230581208663
68,0.21178135741042023
69,0.16208664113640187
70,0.15177048580052513
71,0.07806463119681749
72,0.19113251887755475
73,0.10124696190755747
74,0.1457704264992204
75,0.18775323414643175
76,0.16942712504969373
77,0.16229976483252176
78,0.18539611129611916
79,0.09028899526187711
80,0.16825153405578214
81,0.2200357487200411
82,0.21568262063058544
83,0.10195768296526281
84,0.20653612468001098
85,0.18471403888314428
86,0.12383196139362568
87,0.10775509926423615
88,0.15962061398410934
89,0.22532631091088196
90,0.18653602347953338
91,0.1254002504763265
92,0.17041353295082362
93,0.21085476337043196
94,0.1621054098986183
95,0.14611815221831753
96,0.18573024633152707
97,0.0765773186285251
98,0.18465547972068966
99,0.10738786830776534
100,0.16214237957963643
