i,x
1,0.28227615017398044
2,0.21312009234868104
3,0.26906683988494323
4,0.21544752115417354
5,0.2813606788907187
6,0.2051025142458952
7,0.22963923689690258
8,0.23265344096267776
9,0.1891638108154187
10,0.275004740343848
11,0.20523846598292622
12,0.21232273535004273
13,0.233871207741964
14,0.271855128350163
15,0.226655614354276
16,0.30797057491215674
17,0.24953461779075947
18,0.2418701135185915
19,0.2632758210557538
20,0.2464517294326339
21,0.21956464260413497
22,0.23430147122804612
23,0.2550969712164919
24,0.2960197775177029
25,0.2579030482941053
26,0.26405785747967947
27,0.18532670774898183
28,0.24248799920294772
29,0.24944786468860292
30,0.3013230735454668
31,0.2965102037757134
32,0.25369920161043125
33,0.26558123790527716
34,0.2482398817083695
35,0.22905742904912152
36,0.2507230155657462
37,0.23930838209513952
38,0.259620528876848
39,0.27004844338464185
40,0.24441728846302038
41,0.2825992443501032
42,0.21743281764883132
43,0.25062966344416576
44,0.25608348120792584
45,0.1969233680968644
46,0.26833616094092677
47,0.27110519443918657
48,0.3002324159486658
49,0.24895774379626032
50,0.26794639270839754
51,0.2692464961567863
52,0.20280125559786644
53,0.2589924274710531
54,0.20837926741080814
55,0.25866716437652987
56,0.2714681653508297
57,0.25825868090208337
58,0.19063252527300467
59,0.29279476126781784
60,0.25913989573095614
61,0.2793678916342421
62,0.23037273799478575
63,0.23897606907510052
64,0.3108817525935531
65,0.2445865626371295
66,0.23782452878739568
67,0.2394935041076339
68,0.27939484702884954
69,0.20456818696019743
70,0.2410204273810424
71,0.22446756004439541
72,0.3230730430852967
73,0.28182672912609047
74,0.25328845190006577
75,0.2570962293734143
76,0.24374079396160103
77,0.23755046254281337
78,0.24551988588701823
79,0.301910155681477
80,0.24181163340528838
81,0.24253981269654504
82,0.2593429248884937
83,0.2933914088841635
84,0.26433563862446546
85,0.21944967833109202
86,0.25218625299159786
87,0.2510277758678721
88,0.2118521296715298
89,0.22875494468659724
90,0.2604616152892278
91,0.2378263873380328
92,0.29927053215918514
93,0.2606504680919672
94,0.2370446923260964
95,0.24827186247149494
96,0.22398703054761632
97,0.2312435373383845
98,0.2730045734239416
99,0.24862847035735394
100,0.19471562852091376
