i,x
1,14.652011870111064
2,12.415294746027332
3,17.156496114486195
4,17.409905370133043
5,15.515562846788283
6,16.732363689662982
7,19.146296526728335
8,17.978763339760377
9,17.344023662750104
10,17.3082756137312
11,14.52006164965883
12,17.80481664458691
13,13.109352922186448
14,15.475293851997542
15,15.286212062907484
16,12.965466808917316
17,15.87385498880449
18,19.025985286312526
19,15.460851436365154
20,13.90171880906627
21,15.90851662247762
22,17.606945261410367
23,16.419444291150985
24,16.067378213379197
25,13.539344942110752
26,16.972655355318327
27,16.945183926388356
28,18.48285495553356
29,18.748475720559675
30,17.309773845210344
31,13.12021940574946
32,13.492306822331525
33,14.098749890950595
34,16.602244109827662
35,14.657235599403482
36,18.42582858360385
37,16.510455483190864
38,16.727773373343073
39,17.421073157170813
40,16.683703977291444
41,13.536927994819639
42,20.47907257509201
43,18.701629690961592
44,18.80972014021002
45,14.728703307769202
46,12.751623256710689
47,13.36426351670696
48,14.178758057809441
49,17.657656935620267
50,17.690332127515035
51,18.693369220625296
52,19.92283914147863
53,17.00840741934572
54,16.709430689017804
55,15.419737733683979
56,15.467437974943888
57,13.99126066712862
58,16.990241032378172
59,16.644024775875046
60,15.343898071760679
61,14.615287182535651
62,16.89345764885908
63,18.419757959701936
64,16.2186476231199
65,16.582193354387844
66,15.086938441173954
67,15.625488691736475
68,15.50331333475457
69,15.559791596609
70,14.998728921634841
71,16.784597434917792
72,18.40819980289864
73,14.369791141301729
74,18.586992669366115
75,15.34784470468646
76,15.412393070542045
77,12.196308449311127
78,11.720000813306921
79,17.394104246277344
80,14.111142496403856
81,17.519566720529102
82,16.16316029686031
83,16.52234994290259
84,18.46854569291499
85,15.942124077029833
86,10.20192272795687
87,12.947301870718467
88,17.820301115937042
89,19.66084426919678
90,15.899714508730318
91,14.810092528310323
92,13.569911929585802
93,17.05360341175986
94,12.84078974994946
95,13.833047214641093
96,16.316484625002307
97,16.25537809907706
98,15.606997048441917
99,17.98341724857402
100,13.837361231520056
